id,b,s,f
data/seg_test/seg_test/buildings/21148.jpg,0.9989768,1.2640682e-08,0.0010232364
data/seg_test/seg_test/buildings/21955.jpg,0.9998135,1.5611248e-07,0.00018643611
data/seg_test/seg_test/sea/23091.jpg,0.0005976418,0.005528266,0.993874
data/seg_test/seg_test/buildings/23385.jpg,0.9967619,4.8230027e-06,0.0032331618
data/seg_test/seg_test/buildings/22410.jpg,0.9999522,2.2531485e-05,2.5275034e-05
data/seg_test/seg_test/sea/24236.jpg,0.00044139047,0.003376016,0.9961826
data/seg_test/seg_test/buildings/23329.jpg,0.9999962,2.2238658e-09,3.800731e-06
data/seg_test/seg_test/forest/22336.jpg,0.00010662628,0.9998908,2.506995e-06
data/seg_test/seg_test/buildings/22447.jpg,0.9978605,0.00015903724,0.0019804204
data/seg_test/seg_test/sea/21130.jpg,0.002853735,0.0015735672,0.9955727
data/seg_test/seg_test/forest/21645.jpg,0.00031464043,0.9996369,4.8521804e-05
data/seg_test/seg_test/forest/23817.jpg,2.0532172e-05,0.9999747,4.7466274e-06
data/seg_test/seg_test/buildings/22717.jpg,0.985637,9.703801e-05,0.014265957
data/seg_test/seg_test/buildings/22284.jpg,0.99999774,4.90164e-09,2.2468835e-06
data/seg_test/seg_test/forest/23130.jpg,4.7625337e-05,0.99995124,1.1227035e-06
data/seg_test/seg_test/sea/22012.jpg,0.0030151107,0.0021893997,0.9947955
data/seg_test/seg_test/sea/23351.jpg,1.6863143e-05,6.7910725e-05,0.99991524
data/seg_test/seg_test/sea/20185.jpg,0.0065945596,0.030355712,0.9630497
data/seg_test/seg_test/sea/21163.jpg,1.938925e-06,1.8338853e-05,0.99997973
data/seg_test/seg_test/sea/21710.jpg,0.00050865253,0.008109875,0.99138147
data/seg_test/seg_test/forest/20095.jpg,0.00044852938,0.99715084,0.002400697
data/seg_test/seg_test/buildings/22296.jpg,0.99999833,5.9959584e-09,1.6371426e-06
data/seg_test/seg_test/sea/23585.jpg,0.00082912174,0.0007592332,0.99841166
data/seg_test/seg_test/forest/22128.jpg,0.0011888806,0.99880433,6.8273e-06
data/seg_test/seg_test/sea/23165.jpg,0.0001997926,0.00046687585,0.9993333
data/seg_test/seg_test/buildings/22860.jpg,0.99943167,4.0594784e-07,0.00056793855
data/seg_test/seg_test/buildings/23945.jpg,0.81243896,0.0026186325,0.18494242
data/seg_test/seg_test/forest/23110.jpg,7.4232607e-06,0.9999924,2.1495758e-07
data/seg_test/seg_test/sea/23036.jpg,0.0016920036,0.0042111725,0.9940969
data/seg_test/seg_test/sea/22930.jpg,4.258721e-06,3.6557816e-05,0.99995923
data/seg_test/seg_test/sea/21627.jpg,0.02159504,0.0005957352,0.97780925
data/seg_test/seg_test/sea/22616.jpg,0.0022016934,0.0001455506,0.9976528
data/seg_test/seg_test/forest/20166.jpg,0.00020155881,0.9997851,1.3293206e-05
data/seg_test/seg_test/sea/20649.jpg,1.7104101e-05,8.1936596e-05,0.99990094
data/seg_test/seg_test/buildings/22000.jpg,0.9948502,0.0016861955,0.0034636254
data/seg_test/seg_test/sea/24201.jpg,0.00035679268,0.0029187147,0.99672455
data/seg_test/seg_test/buildings/21554.jpg,0.9999032,6.0872884e-07,9.6214506e-05
data/seg_test/seg_test/sea/22389.jpg,0.023027565,4.985028e-05,0.97692263
data/seg_test/seg_test/sea/20769.jpg,2.143809e-06,3.1423893e-05,0.9999664
data/seg_test/seg_test/buildings/21977.jpg,0.99999726,3.844853e-07,2.3924142e-06
data/seg_test/seg_test/sea/20289.jpg,1.6093378e-05,1.8192464e-05,0.99996567
data/seg_test/seg_test/sea/23708.jpg,0.002372138,0.0017674433,0.9958604
data/seg_test/seg_test/sea/22147.jpg,0.003531929,0.00085754285,0.99561054
data/seg_test/seg_test/sea/23667.jpg,0.00085261784,0.00056485564,0.9985825
data/seg_test/seg_test/buildings/20960.jpg,0.9999957,3.978756e-08,4.326055e-06
data/seg_test/seg_test/forest/20062.jpg,0.00076072116,0.9992361,3.2647188e-06
data/seg_test/seg_test/forest/20938.jpg,3.3207718e-05,0.9999654,1.3009322e-06
data/seg_test/seg_test/sea/22721.jpg,0.0028080381,0.011569381,0.9856226
data/seg_test/seg_test/sea/23705.jpg,0.00037242536,8.9552384e-05,0.99953806
data/seg_test/seg_test/forest/20958.jpg,0.008808507,0.98545665,0.005734809
data/seg_test/seg_test/sea/21311.jpg,0.013449664,0.0006577429,0.9858926
data/seg_test/seg_test/forest/24039.jpg,2.9133593e-05,0.9999696,1.3190398e-06
data/seg_test/seg_test/buildings/23512.jpg,0.99998844,4.2700207e-10,1.15386165e-05
data/seg_test/seg_test/buildings/20460.jpg,0.9981464,9.3776373e-07,0.0018526121
data/seg_test/seg_test/sea/22173.jpg,0.29422835,0.0055094045,0.70026225
data/seg_test/seg_test/sea/22746.jpg,0.00014378842,0.002033568,0.99782264
data/seg_test/seg_test/buildings/24160.jpg,0.9998944,1.43561565e-05,9.12515e-05
data/seg_test/seg_test/sea/22439.jpg,5.069671e-05,0.0002497439,0.9996996
data/seg_test/seg_test/sea/21849.jpg,0.13444269,0.00025790874,0.8652994
data/seg_test/seg_test/buildings/24197.jpg,0.98335475,0.0005998806,0.016045447
data/seg_test/seg_test/forest/22639.jpg,2.1257132e-05,0.99997866,1.5854658e-07
data/seg_test/seg_test/sea/22580.jpg,4.432536e-06,2.1764925e-05,0.9999738
data/seg_test/seg_test/forest/20098.jpg,0.00014145584,0.9998336,2.491941e-05
data/seg_test/seg_test/buildings/24023.jpg,0.9999497,1.8205903e-07,5.0015482e-05
data/seg_test/seg_test/sea/21740.jpg,0.00096726767,0.024770476,0.9742622
data/seg_test/seg_test/sea/22672.jpg,0.0032445644,0.024071248,0.97268414
data/seg_test/seg_test/forest/22169.jpg,6.480704e-05,0.99993145,3.7144548e-06
data/seg_test/seg_test/buildings/22098.jpg,0.9999039,2.3366186e-07,9.579899e-05
data/seg_test/seg_test/sea/20190.jpg,0.006564983,0.3741847,0.6192503
data/seg_test/seg_test/forest/21187.jpg,0.0002805903,0.9997136,5.840552e-06
data/seg_test/seg_test/buildings/22210.jpg,0.9974119,0.0025511908,3.7017988e-05
data/seg_test/seg_test/forest/23306.jpg,0.00013707645,0.9998493,1.3605413e-05
data/seg_test/seg_test/forest/24047.jpg,0.00019963967,0.9997967,3.7078885e-06
data/seg_test/seg_test/sea/20911.jpg,5.3133757e-05,3.2768832e-05,0.99991405
data/seg_test/seg_test/forest/23181.jpg,0.00015834488,0.99984086,7.382121e-07
data/seg_test/seg_test/sea/20982.jpg,2.63626e-05,0.00010945726,0.9998642
data/seg_test/seg_test/forest/22973.jpg,0.00015313945,0.9994517,0.00039515845
data/seg_test/seg_test/forest/23688.jpg,0.0005991054,0.9993893,1.1547121e-05
data/seg_test/seg_test/sea/23172.jpg,4.5348956e-05,0.00022156196,0.99973303
data/seg_test/seg_test/sea/22085.jpg,0.012563874,0.0063114124,0.98112464
data/seg_test/seg_test/forest/23084.jpg,0.0003409129,0.99963987,1.914429e-05
data/seg_test/seg_test/buildings/22152.jpg,0.99993384,3.2210863e-07,6.582179e-05
data/seg_test/seg_test/buildings/20723.jpg,0.99995506,1.4084419e-08,4.4950968e-05
data/seg_test/seg_test/forest/23499.jpg,0.0016873028,0.99830246,1.0255199e-05
data/seg_test/seg_test/buildings/22448.jpg,0.99997914,3.4612042e-09,2.0870062e-05
data/seg_test/seg_test/buildings/20207.jpg,0.9994696,0.00020661572,0.0003238636
data/seg_test/seg_test/sea/21292.jpg,2.7531549e-05,0.00031072932,0.9996618
data/seg_test/seg_test/sea/20664.jpg,0.00010737854,9.2532464e-05,0.99980015
data/seg_test/seg_test/buildings/24223.jpg,0.9999987,1.2544699e-09,1.3391596e-06
data/seg_test/seg_test/sea/20285.jpg,9.8119024e-05,1.7526714e-05,0.99988437
data/seg_test/seg_test/sea/20333.jpg,4.3256096e-05,0.0005652138,0.99939156
data/seg_test/seg_test/sea/21730.jpg,2.777373e-05,8.59808e-05,0.9998863
data/seg_test/seg_test/forest/20447.jpg,7.1835784e-05,0.9999279,2.6820626e-07
data/seg_test/seg_test/forest/23430.jpg,2.1632757e-05,0.9999777,7.534195e-07
data/seg_test/seg_test/forest/20718.jpg,0.0019457284,0.9978998,0.00015450084
data/seg_test/seg_test/sea/22220.jpg,0.00019670253,1.2866469e-05,0.9997905
data/seg_test/seg_test/sea/23162.jpg,0.002281681,0.0012113571,0.996507
data/seg_test/seg_test/forest/21765.jpg,0.0002461567,0.99973327,2.0561343e-05
data/seg_test/seg_test/buildings/23555.jpg,0.9984397,6.6183446e-08,0.0015601394
data/seg_test/seg_test/buildings/21141.jpg,0.99999285,6.8770905e-09,7.2061507e-06
data/seg_test/seg_test/buildings/22150.jpg,0.9999912,6.446235e-10,8.855936e-06
data/seg_test/seg_test/sea/22102.jpg,0.00021324649,0.0022668005,0.9975199
data/seg_test/seg_test/buildings/20465.jpg,0.9999753,6.164456e-06,1.844538e-05
data/seg_test/seg_test/sea/21054.jpg,0.0014390216,0.97201747,0.026543515
data/seg_test/seg_test/buildings/21646.jpg,0.9993088,2.2974697e-07,0.0006909416
data/seg_test/seg_test/buildings/24062.jpg,0.99997234,2.0337978e-07,2.747614e-05
data/seg_test/seg_test/sea/22127.jpg,6.681676e-05,0.00034013766,0.9995931
data/seg_test/seg_test/buildings/20390.jpg,0.99793196,0.0010788802,0.0009891904
data/seg_test/seg_test/sea/20873.jpg,7.726249e-05,2.3949142e-05,0.9998988
data/seg_test/seg_test/forest/20091.jpg,0.0015639478,0.99820495,0.00023110362
data/seg_test/seg_test/forest/20448.jpg,4.950119e-05,0.99987817,7.2305345e-05
data/seg_test/seg_test/buildings/23104.jpg,0.99994075,1.3081713e-07,5.917783e-05
data/seg_test/seg_test/sea/23579.jpg,5.429396e-05,5.555765e-05,0.9998901
data/seg_test/seg_test/buildings/21318.jpg,0.99963903,0.00013297799,0.00022791928
data/seg_test/seg_test/sea/24027.jpg,0.00074308645,0.002913802,0.9963431
data/seg_test/seg_test/sea/22977.jpg,5.879739e-05,0.00011293809,0.9998282
data/seg_test/seg_test/forest/23116.jpg,0.00035844898,0.9996264,1.5081912e-05
data/seg_test/seg_test/buildings/21017.jpg,0.99985874,3.8458884e-06,0.00013746957
data/seg_test/seg_test/sea/21957.jpg,0.0004833957,0.0034180724,0.9960985
data/seg_test/seg_test/buildings/24063.jpg,0.9999193,3.134709e-06,7.757359e-05
data/seg_test/seg_test/buildings/23675.jpg,0.9999969,2.3785551e-09,3.040593e-06
data/seg_test/seg_test/buildings/22671.jpg,0.99993694,3.7265724e-07,6.274152e-05
data/seg_test/seg_test/forest/23373.jpg,4.825638e-06,0.99999523,5.8978078e-08
data/seg_test/seg_test/sea/21662.jpg,0.00038547526,0.012142521,0.987472
data/seg_test/seg_test/forest/23852.jpg,1.0886064e-05,0.99998856,5.423145e-07
data/seg_test/seg_test/buildings/21506.jpg,0.98436964,3.1161577e-05,0.015599165
data/seg_test/seg_test/sea/22469.jpg,0.0018274994,0.02071223,0.97746027
data/seg_test/seg_test/forest/20173.jpg,9.908729e-05,0.99986804,3.2888107e-05
data/seg_test/seg_test/buildings/23652.jpg,0.7543642,0.00041041593,0.24522544
data/seg_test/seg_test/forest/22514.jpg,5.4744255e-06,0.99999416,3.8151788e-07
data/seg_test/seg_test/sea/22437.jpg,0.044888582,0.016388573,0.9387229
data/seg_test/seg_test/sea/23022.jpg,0.00010379289,0.0001252804,0.99977094
data/seg_test/seg_test/buildings/22941.jpg,0.99992716,2.8381672e-07,7.257744e-05
data/seg_test/seg_test/forest/20927.jpg,0.002205383,0.9977863,8.37733e-06
data/seg_test/seg_test/forest/20978.jpg,2.9385066e-05,0.9999697,7.7660326e-07
data/seg_test/seg_test/forest/24178.jpg,0.0003270008,0.9996673,5.7174425e-06
data/seg_test/seg_test/buildings/22163.jpg,0.9999883,1.0732993e-08,1.1682269e-05
data/seg_test/seg_test/sea/23194.jpg,0.0019651232,0.0034528167,0.994582
data/seg_test/seg_test/sea/23998.jpg,0.0010178293,1.8309006e-06,0.99898034
data/seg_test/seg_test/sea/21737.jpg,0.0005482543,0.00018619554,0.9992655
data/seg_test/seg_test/buildings/20629.jpg,0.9268837,6.1602004e-05,0.073054686
data/seg_test/seg_test/forest/24100.jpg,1.3103628e-05,0.9999857,1.2173346e-06
data/seg_test/seg_test/sea/23400.jpg,0.00045533755,0.00038573024,0.999159
data/seg_test/seg_test/buildings/23908.jpg,0.99998975,1.8309866e-09,1.0194224e-05
data/seg_test/seg_test/sea/24044.jpg,0.0235032,0.046738587,0.92975825
data/seg_test/seg_test/forest/21238.jpg,0.0007290464,0.9984199,0.0008510717
data/seg_test/seg_test/forest/20605.jpg,0.0026731018,0.99663013,0.0006968004
data/seg_test/seg_test/sea/22501.jpg,0.00038394786,0.0009410156,0.99867505
data/seg_test/seg_test/sea/21812.jpg,0.0002067401,9.092761e-05,0.9997023
data/seg_test/seg_test/buildings/23435.jpg,0.99999976,1.6550265e-10,2.6082296e-07
data/seg_test/seg_test/forest/22260.jpg,0.0005244594,0.99714595,0.0023296052
data/seg_test/seg_test/sea/22154.jpg,0.002101371,0.007549069,0.99034953
data/seg_test/seg_test/forest/21699.jpg,0.00016509068,0.9998247,1.0306749e-05
data/seg_test/seg_test/forest/22917.jpg,3.1364172e-05,0.999962,6.715382e-06
data/seg_test/seg_test/sea/23135.jpg,0.001982539,0.0074434355,0.99057406
data/seg_test/seg_test/forest/22575.jpg,0.0018463446,0.99807125,8.246382e-05
data/seg_test/seg_test/sea/21456.jpg,0.027719388,0.00041729375,0.9718633
data/seg_test/seg_test/sea/21924.jpg,0.00025867435,0.00080371374,0.99893767
data/seg_test/seg_test/forest/23984.jpg,0.0003535719,0.9929134,0.0067330054
data/seg_test/seg_test/forest/23101.jpg,1.8253157e-05,0.99998033,1.4474352e-06
data/seg_test/seg_test/sea/23487.jpg,7.63125e-05,0.0004508864,0.9994728
data/seg_test/seg_test/sea/20534.jpg,0.016241897,0.009286224,0.9744719
data/seg_test/seg_test/sea/23124.jpg,0.000111087546,0.0011858242,0.9987031
data/seg_test/seg_test/forest/23070.jpg,8.731179e-05,0.9999031,9.635153e-06
data/seg_test/seg_test/forest/23930.jpg,0.00021441198,0.9997745,1.1030422e-05
data/seg_test/seg_test/forest/21529.jpg,0.00019948979,0.99979526,5.1923103e-06
data/seg_test/seg_test/sea/20905.jpg,0.0035448573,0.016399587,0.9800555
data/seg_test/seg_test/forest/22845.jpg,4.1931846e-05,0.99995804,4.8414627e-08
data/seg_test/seg_test/buildings/20666.jpg,0.9992531,2.515557e-06,0.0007443519
data/seg_test/seg_test/buildings/22562.jpg,0.96999335,5.6588593e-05,0.029950142
data/seg_test/seg_test/buildings/21601.jpg,0.99999905,1.8825713e-10,9.1270545e-07
data/seg_test/seg_test/buildings/20966.jpg,0.9949286,0.004286327,0.0007850434
data/seg_test/seg_test/buildings/21527.jpg,0.9996443,0.00014530054,0.00021042742
data/seg_test/seg_test/buildings/20748.jpg,0.999933,3.9557196e-10,6.700906e-05
data/seg_test/seg_test/sea/23408.jpg,2.5091555e-05,1.4811841e-05,0.99996006
data/seg_test/seg_test/sea/22522.jpg,0.0009943799,0.002120375,0.99688524
data/seg_test/seg_test/sea/23250.jpg,7.923453e-05,1.4468512e-05,0.9999063
data/seg_test/seg_test/forest/22833.jpg,0.0014319584,0.9985586,9.468376e-06
data/seg_test/seg_test/sea/23536.jpg,0.020726074,0.00014983331,0.979124
data/seg_test/seg_test/forest/22602.jpg,0.00060019776,0.99916565,0.00023419173
data/seg_test/seg_test/sea/21428.jpg,0.002539219,0.99107844,0.006382358
data/seg_test/seg_test/sea/20264.jpg,0.008659798,0.33098882,0.6603514
data/seg_test/seg_test/sea/20692.jpg,0.0005246573,0.0068100523,0.99266523
data/seg_test/seg_test/sea/22107.jpg,0.00017131388,0.00013558805,0.99969316
data/seg_test/seg_test/sea/21862.jpg,6.674105e-05,0.000502966,0.99943024
data/seg_test/seg_test/buildings/23727.jpg,0.99878424,5.7249443e-05,0.0011584862
data/seg_test/seg_test/sea/23521.jpg,0.00033594266,9.909401e-06,0.9996542
data/seg_test/seg_test/forest/21443.jpg,0.00016609204,0.9998228,1.1118181e-05
data/seg_test/seg_test/forest/21933.jpg,0.001415657,0.9985549,2.9436404e-05
data/seg_test/seg_test/sea/22034.jpg,8.3193874e-05,0.00012199784,0.9997948
data/seg_test/seg_test/sea/22072.jpg,0.00042442963,0.00024347041,0.99933213
data/seg_test/seg_test/sea/24186.jpg,0.0003349736,2.1305164e-05,0.9996437
data/seg_test/seg_test/forest/22342.jpg,0.00033630215,0.99964523,1.849662e-05
data/seg_test/seg_test/buildings/21703.jpg,0.99987996,1.3793624e-07,0.00011985257
data/seg_test/seg_test/sea/21889.jpg,0.0009651955,0.123053774,0.87598103
data/seg_test/seg_test/forest/21932.jpg,2.1084821e-05,0.99997246,6.3782986e-06
data/seg_test/seg_test/forest/22569.jpg,0.0004803841,0.9982438,0.0012758129
data/seg_test/seg_test/forest/24251.jpg,9.356953e-06,0.9999901,5.556024e-07
data/seg_test/seg_test/sea/23222.jpg,0.000147715,0.00018034465,0.99967194
data/seg_test/seg_test/buildings/21298.jpg,0.9987878,0.001169959,4.227883e-05
data/seg_test/seg_test/sea/23769.jpg,0.00013213724,9.786978e-05,0.99977
data/seg_test/seg_test/buildings/22257.jpg,0.99832946,0.0001752858,0.0014952109
data/seg_test/seg_test/sea/23976.jpg,0.0031693853,1.9920439e-05,0.99681073
data/seg_test/seg_test/sea/21695.jpg,0.0002239532,0.00020758342,0.9995684
data/seg_test/seg_test/buildings/22442.jpg,0.99999034,7.958567e-08,9.482956e-06
data/seg_test/seg_test/forest/20825.jpg,0.00016783066,0.9998211,1.10912e-05
data/seg_test/seg_test/sea/22089.jpg,3.9282815e-05,0.0016211264,0.99833953
data/seg_test/seg_test/buildings/23612.jpg,0.99999964,2.9246192e-10,4.117224e-07
data/seg_test/seg_test/forest/22179.jpg,8.993212e-06,0.99999046,5.5237507e-07
data/seg_test/seg_test/sea/23205.jpg,0.0117853,0.027028427,0.9611863
data/seg_test/seg_test/sea/24111.jpg,0.00037332138,0.00015843779,0.99946827
data/seg_test/seg_test/buildings/23106.jpg,0.99949145,4.327102e-07,0.0005080231
data/seg_test/seg_test/sea/20634.jpg,2.7881839e-05,2.691688e-05,0.99994516
data/seg_test/seg_test/sea/20647.jpg,6.3851156e-05,0.00054946507,0.99938667
data/seg_test/seg_test/buildings/21496.jpg,0.9986449,8.906563e-08,0.001354991
data/seg_test/seg_test/sea/20392.jpg,0.00041836465,0.00038952514,0.99919206
data/seg_test/seg_test/forest/20686.jpg,0.00022612954,0.9997701,3.807671e-06
data/seg_test/seg_test/forest/24234.jpg,0.00020246855,0.9996917,0.00010576858
data/seg_test/seg_test/sea/24155.jpg,0.00016005339,0.014166854,0.98567307
data/seg_test/seg_test/buildings/21793.jpg,0.9999745,2.4433572e-07,2.5319869e-05
data/seg_test/seg_test/sea/20955.jpg,8.880144e-05,0.003718959,0.9961922
data/seg_test/seg_test/forest/20261.jpg,0.00086421083,0.999134,1.8297978e-06
data/seg_test/seg_test/sea/23416.jpg,0.0015171072,0.033568945,0.96491396
data/seg_test/seg_test/sea/24301.jpg,0.011322144,0.0060710954,0.9826067
data/seg_test/seg_test/sea/22467.jpg,0.06814696,1.1350865e-05,0.9318416
data/seg_test/seg_test/forest/23107.jpg,7.704994e-05,0.9999211,1.8987347e-06
data/seg_test/seg_test/buildings/22995.jpg,0.9995419,3.519204e-05,0.0004229804
data/seg_test/seg_test/forest/23011.jpg,0.007173659,0.9927602,6.6105466e-05
data/seg_test/seg_test/buildings/21670.jpg,0.9988065,5.529808e-08,0.0011935346
data/seg_test/seg_test/buildings/20546.jpg,0.9999852,1.09082805e-08,1.4743057e-05
data/seg_test/seg_test/buildings/21817.jpg,0.99949,3.368951e-06,0.0005066238
data/seg_test/seg_test/buildings/23109.jpg,0.9555071,0.0415634,0.0029294768
data/seg_test/seg_test/sea/20257.jpg,0.0011954244,1.4317318e-07,0.99880445
data/seg_test/seg_test/sea/23324.jpg,0.0009315818,0.963597,0.03547141
data/seg_test/seg_test/buildings/23757.jpg,0.9995981,3.77388e-09,0.00040191624
data/seg_test/seg_test/buildings/20094.jpg,0.99684083,1.2207037e-06,0.0031580278
data/seg_test/seg_test/buildings/20553.jpg,0.97182906,1.8201465e-05,0.02815275
data/seg_test/seg_test/buildings/21970.jpg,0.99945587,5.680597e-07,0.0005434976
